item_id,system,agent_count,task_id,backbone,coord_tokens,work_tokens,total_tokens,coord_pct,system_description,your_label,ground_truth_label
55b1b839_crew,crewai,16,astropy__astropy-12907,gpt-4o-mini,165160,18325,183485,90.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (165160): shared context broadcast + coordinator calls. Work tokens (18325): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
c59b6578_sbus,sbus,4,astropy__astropy-13579,gpt-4o-mini,3989,82848,86837,4.6%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3989): tokens spent reading shard content. Work tokens (82848): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
8580fd91_crew,crewai,4,astropy__astropy-13236,gpt-4o-mini,181500,18525,200025,90.7%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (181500): shared context broadcast + coordinator calls. Work tokens (18525): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
c4e008f2_sbus,sbus,8,sympy__sympy-12419,gpt-4o-mini,2118,15016,17134,12.4%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (2118): tokens spent reading shard content. Work tokens (15016): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
07a116f4_crew,crewai,8,sympy__sympy-11618,gpt-4o-mini,93295,13960,107255,87.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (93295): shared context broadcast + coordinator calls. Work tokens (13960): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
fe8baddd_crew,crewai,16,astropy__astropy-13236,gpt-4o-mini,181360,18450,199810,90.8%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (181360): shared context broadcast + coordinator calls. Work tokens (18450): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
b97258be_sbus,sbus,16,astropy__astropy-13977,gpt-4o-mini,1006,15834,16840,6.0%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1006): tokens spent reading shard content. Work tokens (15834): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
08c158fe_auto,autogen,8,astropy__astropy-13453,gpt-4o-mini,597860,17255,615115,97.2%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (597860): full message history (growing context). Work tokens (17255): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
e6154284_sbus,sbus,8,astropy__astropy-13236,gpt-4o-mini,2024,18291,20315,10.0%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (2024): tokens spent reading shard content. Work tokens (18291): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
154d8e06_auto,autogen,4,sympy__sympy-11618,gpt-4o-mini,166544,5884,172428,96.6%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (166544): full message history (growing context). Work tokens (5884): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
d58e6cb8_sbus,sbus,16,django__django-10097,gpt-4o-mini,833,10648,11481,7.3%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (833): tokens spent reading shard content. Work tokens (10648): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
15048c8d_auto,autogen,8,sympy__sympy-12419,gpt-4o-mini,419472,14196,433668,96.7%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (419472): full message history (growing context). Work tokens (14196): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
0b720955_auto,autogen,8,astropy__astropy-13977,gpt-4o-mini,208742,5231,213973,97.6%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (208742): full message history (growing context). Work tokens (5231): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
2b2d6129_auto,autogen,8,django__django-10554,gpt-4o-mini,299994,8921,308915,97.1%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (299994): full message history (growing context). Work tokens (8921): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
caffa0c0_sbus,sbus,4,django__django-11095,gpt-4o-mini,3350,14375,17725,18.9%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3350): tokens spent reading shard content. Work tokens (14375): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
9c73452c_crew,crewai,16,sympy__sympy-12096,gpt-4o-mini,149830,18225,168055,89.2%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (149830): shared context broadcast + coordinator calls. Work tokens (18225): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
c12f3569_lang,langgraph,16,astropy__astropy-14182,gpt-4o-mini,8531,855,9386,90.9%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (8531): supervisor prompt+completion (routing/synthesis). Work tokens (855): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
f894789b_auto,autogen,4,astropy__astropy-12907,gpt-4o-mini,314132,11329,325461,96.5%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (314132): full message history (growing context). Work tokens (11329): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
830f233a_lang,langgraph,8,django__django-10973,gpt-4o-mini,8786,1581,10367,84.7%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (8786): supervisor prompt+completion (routing/synthesis). Work tokens (1581): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
2d8a9c78_auto,autogen,16,django__django-10554,gpt-4o-mini,601186,17511,618697,97.2%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (601186): full message history (growing context). Work tokens (17511): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
dd624388_crew,crewai,16,sympy__sympy-12419,gpt-4o-mini,169290,18750,188040,90.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (169290): shared context broadcast + coordinator calls. Work tokens (18750): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
bf76af3e_sbus,sbus,4,astropy__astropy-14096,gpt-4o-mini,4311,24297,28608,15.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (4311): tokens spent reading shard content. Work tokens (24297): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
21bd7c06_crew,crewai,4,django__django-11095,gpt-4o-mini,167070,20005,187075,89.3%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (167070): shared context broadcast + coordinator calls. Work tokens (20005): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
b962ee28_sbus,sbus,8,astropy__astropy-12907,gpt-4o-mini,1989,14302,16291,12.2%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1989): tokens spent reading shard content. Work tokens (14302): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
c0b03520_crew,crewai,8,sympy__sympy-12419,gpt-4o-mini,167840,18530,186370,90.1%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (167840): shared context broadcast + coordinator calls. Work tokens (18530): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
52f8d966_auto,autogen,4,django__django-10554,gpt-4o-mini,344511,12182,356693,96.6%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (344511): full message history (growing context). Work tokens (12182): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
fc536e91_sbus,sbus,16,astropy__astropy-13453,gpt-4o-mini,1253,34413,35666,3.5%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1253): tokens spent reading shard content. Work tokens (34413): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
42b8d9f7_crew,crewai,8,astropy__astropy-13236,gpt-4o-mini,179220,17885,197105,90.9%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (179220): shared context broadcast + coordinator calls. Work tokens (17885): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
7536afda_auto,autogen,8,astropy__astropy-13579,gpt-4o-mini,493465,15696,509161,96.9%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (493465): full message history (growing context). Work tokens (15696): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
8fccbcb5_lang,langgraph,8,django__django-11095,gpt-4o-mini,9166,1608,10774,85.1%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (9166): supervisor prompt+completion (routing/synthesis). Work tokens (1608): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
3dbf2e68_sbus,sbus,8,astropy__astropy-14309,gpt-4o-mini,4487,44964,49451,9.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (4487): tokens spent reading shard content. Work tokens (44964): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
6fe29740_crew,crewai,4,sympy__sympy-12489,gpt-4o-mini,156480,17815,174295,89.8%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (156480): shared context broadcast + coordinator calls. Work tokens (17815): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
64a5e5fa_lang,langgraph,8,sympy__sympy-12096,gpt-4o-mini,10535,1762,12297,85.7%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (10535): supervisor prompt+completion (routing/synthesis). Work tokens (1762): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
445ea1d4_sbus,sbus,16,django__django-11099,gpt-4o-mini,909,5312,6221,14.6%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (909): tokens spent reading shard content. Work tokens (5312): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
23698790_lang,langgraph,4,astropy__astropy-14096,gpt-4o-mini,19254,3343,22597,85.2%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (19254): supervisor prompt+completion (routing/synthesis). Work tokens (3343): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
2b2424ae_crew,crewai,16,django__django-11066,gpt-4o-mini,203855,20620,224475,90.8%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (203855): shared context broadcast + coordinator calls. Work tokens (20620): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
71281f23_auto,autogen,4,sympy__sympy-12096,gpt-4o-mini,137601,4576,142177,96.8%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (137601): full message history (growing context). Work tokens (4576): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
462b631a_lang,langgraph,16,astropy__astropy-13236,gpt-4o-mini,8296,910,9206,90.1%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (8296): supervisor prompt+completion (routing/synthesis). Work tokens (910): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
391bebe0_auto,autogen,4,astropy__astropy-13579,gpt-4o-mini,469978,15091,485069,96.9%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (469978): full message history (growing context). Work tokens (15091): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
3537cf01_auto,autogen,16,astropy__astropy-13453,gpt-4o-mini,745148,19179,764327,97.5%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (745148): full message history (growing context). Work tokens (19179): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
3a338ff2_sbus,sbus,4,django__django-10554,gpt-4o-mini,4380,53115,57495,7.6%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (4380): tokens spent reading shard content. Work tokens (53115): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
196f17e0_auto,autogen,8,sympy__sympy-12419,gpt-4o-mini,516046,18101,534147,96.6%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (516046): full message history (growing context). Work tokens (18101): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
df7e1cf4_auto,autogen,4,astropy__astropy-13579,gpt-4o-mini,318325,8488,326813,97.4%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (318325): full message history (growing context). Work tokens (8488): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
0e2abe03_lang,langgraph,8,django__django-11087,gpt-4o-mini,28615,1688,30303,94.4%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (28615): supervisor prompt+completion (routing/synthesis). Work tokens (1688): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
3553d64e_sbus,sbus,8,astropy__astropy-13398,gpt-4o-mini,1635,37794,39429,4.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1635): tokens spent reading shard content. Work tokens (37794): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
15a06a2a_auto,autogen,4,astropy__astropy-14182,gpt-4o-mini,311230,11411,322641,96.5%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (311230): full message history (growing context). Work tokens (11411): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
6ae0ebd2_sbus,sbus,16,sympy__sympy-12096,gpt-4o-mini,733,5056,5789,12.7%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (733): tokens spent reading shard content. Work tokens (5056): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
4f7e3f75_sbus,sbus,8,sympy__sympy-11618,gpt-4o-mini,1784,7412,9196,19.4%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1784): tokens spent reading shard content. Work tokens (7412): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
c5e9c5ad_crew,crewai,4,sympy__sympy-12096,gpt-4o-mini,148620,17865,166485,89.3%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (148620): shared context broadcast + coordinator calls. Work tokens (17865): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
3900bad0_sbus,sbus,16,django__django-11099,gpt-4o-mini,891,5256,6147,14.5%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (891): tokens spent reading shard content. Work tokens (5256): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
02c88dcb_lang,langgraph,8,sympy__sympy-12481,gpt-4o-mini,9116,1653,10769,84.7%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (9116): supervisor prompt+completion (routing/synthesis). Work tokens (1653): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
67d771fe_lang,langgraph,8,astropy__astropy-13453,gpt-4o-mini,26050,1565,27615,94.3%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (26050): supervisor prompt+completion (routing/synthesis). Work tokens (1565): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
3bcc366d_crew,crewai,4,django__django-11099,gpt-4o-mini,154140,19090,173230,89.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (154140): shared context broadcast + coordinator calls. Work tokens (19090): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
eb1fdc41_auto,autogen,8,sympy__sympy-12096,gpt-4o-mini,247358,8471,255829,96.7%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (247358): full message history (growing context). Work tokens (8471): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
b72762e8_sbus,sbus,8,django__django-10914,gpt-4o-mini,1596,10602,12198,13.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1596): tokens spent reading shard content. Work tokens (10602): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
8d527a6a_lang,langgraph,4,sympy__sympy-12489,gpt-4o-mini,18790,3219,22009,85.4%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (18790): supervisor prompt+completion (routing/synthesis). Work tokens (3219): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
2648aaa7_crew,crewai,16,django__django-10914,gpt-4o-mini,110385,13810,124195,88.9%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (110385): shared context broadcast + coordinator calls. Work tokens (13810): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
848f13b7_crew,crewai,4,astropy__astropy-13977,gpt-4o-mini,185650,15440,201090,92.3%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (185650): shared context broadcast + coordinator calls. Work tokens (15440): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
95d50e6e_lang,langgraph,16,sympy__sympy-12419,gpt-4o-mini,7086,899,7985,88.7%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (7086): supervisor prompt+completion (routing/synthesis). Work tokens (899): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
c06032ad_lang,langgraph,8,astropy__astropy-13033,gpt-4o-mini,13890,1611,15501,89.6%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (13890): supervisor prompt+completion (routing/synthesis). Work tokens (1611): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
6d3ce1cb_auto,autogen,16,astropy__astropy-13398,gpt-4o-mini,586023,16132,602155,97.3%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (586023): full message history (growing context). Work tokens (16132): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
6b9b3ddc_lang,langgraph,4,astropy__astropy-13579,gpt-4o-mini,30368,3739,34107,89.0%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (30368): supervisor prompt+completion (routing/synthesis). Work tokens (3739): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
4922d0f9_sbus,sbus,16,astropy__astropy-14182,gpt-4o-mini,1217,10889,12106,10.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1217): tokens spent reading shard content. Work tokens (10889): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
ee320e31_lang,langgraph,16,sympy__sympy-12481,gpt-4o-mini,4828,868,5696,84.8%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (4828): supervisor prompt+completion (routing/synthesis). Work tokens (868): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
1c26b0da_crew,crewai,16,django__django-10880,gpt-4o-mini,91355,13750,105105,86.9%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (91355): shared context broadcast + coordinator calls. Work tokens (13750): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
540ec4d8_lang,langgraph,8,django__django-11095,gpt-4o-mini,9569,1666,11235,85.2%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (9569): supervisor prompt+completion (routing/synthesis). Work tokens (1666): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
5dccee64_crew,crewai,4,django__django-10097,gpt-4o-mini,223355,21040,244395,91.4%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (223355): shared context broadcast + coordinator calls. Work tokens (21040): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
d0c1c0b2_lang,langgraph,16,astropy__astropy-14309,gpt-4o-mini,14951,974,15925,93.9%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (14951): supervisor prompt+completion (routing/synthesis). Work tokens (974): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
12191b37_crew,crewai,4,django__django-10880,gpt-4o-mini,79855,9640,89495,89.2%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (79855): shared context broadcast + coordinator calls. Work tokens (9640): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
2c11cf8d_crew,crewai,8,django__django-10097,gpt-4o-mini,1443140,51135,1494275,96.6%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (1443140): shared context broadcast + coordinator calls. Work tokens (51135): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
88ec41f1_crew,crewai,8,sympy__sympy-12419,gpt-4o-mini,195005,20380,215385,90.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (195005): shared context broadcast + coordinator calls. Work tokens (20380): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
f69995fd_crew,crewai,8,astropy__astropy-13453,gpt-4o-mini,205535,11555,217090,94.7%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (205535): shared context broadcast + coordinator calls. Work tokens (11555): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
868b746a_auto,autogen,16,django__django-10880,gpt-4o-mini,323460,9982,333442,97.0%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (323460): full message history (growing context). Work tokens (9982): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
2ebb19bb_sbus,sbus,4,astropy__astropy-12907,gpt-4o-mini,3608,26835,30443,11.9%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3608): tokens spent reading shard content. Work tokens (26835): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
6e08a945_lang,langgraph,4,astropy__astropy-13398,gpt-4o-mini,27286,3211,30497,89.5%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (27286): supervisor prompt+completion (routing/synthesis). Work tokens (3211): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
71315b15_sbus,sbus,16,django__django-11066,gpt-4o-mini,945,8827,9772,9.7%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (945): tokens spent reading shard content. Work tokens (8827): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
0ac5a856_lang,langgraph,16,astropy__astropy-13236,gpt-4o-mini,8156,915,9071,89.9%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (8156): supervisor prompt+completion (routing/synthesis). Work tokens (915): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
23050df8_lang,langgraph,16,astropy__astropy-13398,gpt-4o-mini,14313,903,15216,94.1%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (14313): supervisor prompt+completion (routing/synthesis). Work tokens (903): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
83089b43_crew,crewai,16,astropy__astropy-14309,gpt-4o-mini,90100,3820,93920,95.9%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (90100): shared context broadcast + coordinator calls. Work tokens (3820): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
7717f122_sbus,sbus,8,django__django-11095,gpt-4o-mini,1661,7417,9078,18.3%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1661): tokens spent reading shard content. Work tokens (7417): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
4739fff4_sbus,sbus,16,astropy__astropy-13033,gpt-4o-mini,933,12653,13586,6.9%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (933): tokens spent reading shard content. Work tokens (12653): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
dced43d7_crew,crewai,4,django__django-10554,gpt-4o-mini,1361210,34205,1395415,97.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (1361210): shared context broadcast + coordinator calls. Work tokens (34205): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
b03aa639_auto,autogen,8,django__django-10914,gpt-4o-mini,327685,11403,339088,96.6%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (327685): full message history (growing context). Work tokens (11403): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
2baaec9c_sbus,sbus,8,astropy__astropy-13398,gpt-4o-mini,1682,37889,39571,4.3%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1682): tokens spent reading shard content. Work tokens (37889): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
5adc2ccb_lang,langgraph,8,django__django-10999,gpt-4o-mini,9599,1511,11110,86.4%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (9599): supervisor prompt+completion (routing/synthesis). Work tokens (1511): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
